filename,description
catview_blower_noise_0253.jpg,"leaf blower or loud machinery visible through window, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_rain_on_window_0254.jpg,"raindrops visible on windowpane, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_fan_on_0255.jpg,"floor fan turned on facing the area, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_string_toy_0256.jpg,"string or yarn tangled on the floor, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_cucumber_0257.jpg,"long green cucumber lying on kitchen floor behind food bowl, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_plant_swiveled_0258.jpg,"tall houseplant moved or knocked, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_new_box_0259.jpg,"fresh cardboard box placed on floor, open, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_blower_noise_0260.jpg,"leaf blower or loud machinery visible through window, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_squeaky_toy_0261.jpg,"toy making a squeaky sound when moved, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_door_closed_0262.jpg,"closed interior door with light under the gap, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_person_bending_with_food_0263.jpg,"human bending down holding a bowl of wet cat food, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_another_cat_staring_0264.jpg,"another cat sitting and staring across the room, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_new_box_0265.jpg,"fresh cardboard box placed on floor, open, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_kid_running_0266.jpg,"small child running through room, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_hands_washing_0267.jpg,"human hands washing dishes, low view, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_person_reaching_hand_0268.jpg,"human hand reaching towards the camera from above, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_laser_dot_0269.jpg,"small red laser dot on hardwood floor, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_curtain_moving_0270.jpg,"curtain blowing slightly in wind near low window, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_trash_bag_0271.jpg,"plastic trash bag partially open on floor, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_fan_on_0272.jpg,"floor fan turned on facing the area, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_dog_nearby_0273.jpg,"large dog standing a few feet away, seen from low angle, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_oven_timer_0274.jpg,"kitchen oven timer lighted or person at oven, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_water_splash_0275.jpg,"water spilled on floor or running sink, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_string_toy_0276.jpg,"string or yarn tangled on the floor, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_fan_on_0277.jpg,"floor fan turned on facing the area, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_bird_window_0278.jpg,"small bird on a branch outside a window, seen from inside, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_open_fridge_0279.jpg,"fridge door open with light inside, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_cucumber_0280.jpg,"long green cucumber lying on kitchen floor behind food bowl, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_mirror_0281.jpg,"reflective surface showing distorted shapes, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_carpet_rip_0282.jpg,"loose rug or carpet flap that moves when stepped, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_phone_buzz_0283.jpg,"phone on table buzzing, screen lit, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_kid_running_0284.jpg,"small child running through room, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_vacuum_attachment_0285.jpg,"vacuum attachment left on floor, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_vacuum_power_cord_0286.jpg,"power cord trailing across floor, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_squeaky_toy_0287.jpg,"toy making a squeaky sound when moved, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_toy_mouse_moving_0288.jpg,"small toy mouse on string moving across floor, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_phone_buzz_0289.jpg,"phone on table buzzing, screen lit, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_new_box_0290.jpg,"fresh cardboard box placed on floor, open, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_cat_tree_sunspot_0291.jpg,"sunlit patch on a cat tree or carpet, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_toy_mouse_moving_0292.jpg,"small toy mouse on string moving across floor, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_open_window_blind_0293.jpg,"window blind partially open, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_another_cat_staring_0294.jpg,"another cat sitting and staring across the room, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_door_closed_0295.jpg,"closed interior door with light under the gap, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_curtain_moving_0296.jpg,"curtain blowing slightly in wind near low window, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_broom_0297.jpg,"broom or mop leaning against wall, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_curtain_moving_0298.jpg,"curtain blowing slightly in wind near low window, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_mirror_0299.jpg,"reflective surface showing distorted shapes, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_human_sleeping_0300.jpg,"human sleeping on couch or bed nearby, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_bird_window_0301.jpg,"small bird on a branch outside a window, seen from inside, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_person_reaching_hand_0302.jpg,"human hand reaching towards the camera from above, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_robot_vacuum_0303.jpg,"robotic vacuum (Roomba-style) moving across floor, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_oven_timer_0304.jpg,"kitchen oven timer lighted or person at oven, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_cucumber_0305.jpg,"long green cucumber lying on kitchen floor behind food bowl, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_cucumber_0306.jpg,"long green cucumber lying on kitchen floor behind food bowl, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_rain_on_window_0307.jpg,"raindrops visible on windowpane, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_fireworks_outside_0308.jpg,"bright explosion of light in sky (distant), constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_fireworks_outside_0309.jpg,"bright explosion of light in sky (distant), sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_dog_nearby_0310.jpg,"large dog standing a few feet away, seen from low angle, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_ceiling_fan_shadow_0311.jpg,"shadow of a ceiling fan moving on floor/wall, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_water_splash_0312.jpg,"water spilled on floor or running sink, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_shoes_in_corner_0313.jpg,"pair of shoes left near wall, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_human_sleeping_0314.jpg,"human sleeping on couch or bed nearby, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_laser_dot_0315.jpg,"small red laser dot on hardwood floor, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_trash_bag_0316.jpg,"plastic trash bag partially open on floor, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_open_fridge_0317.jpg,"fridge door open with light inside, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_mirror_0318.jpg,"reflective surface showing distorted shapes, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_person_bending_with_food_0319.jpg,"human bending down holding a bowl of wet cat food, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_bird_window_0320.jpg,"small bird on a branch outside a window, seen from inside, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_kid_running_0321.jpg,"small child running through room, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_open_fridge_0322.jpg,"fridge door open with light inside, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_window_open_0323.jpg,"window slightly open with breeze, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_bicycle_passing_0324.jpg,"bicycle passing by outside near window, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_squeaky_toy_0325.jpg,"toy making a squeaky sound when moved, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_squeaky_toy_0326.jpg,"toy making a squeaky sound when moved, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_curtain_moving_0327.jpg,"curtain blowing slightly in wind near low window, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_cucumber_0328.jpg,"long green cucumber lying on kitchen floor behind food bowl, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_laser_dot_0329.jpg,"small red laser dot on hardwood floor, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_string_toy_0330.jpg,"string or yarn tangled on the floor, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_vacuum_attachment_0331.jpg,"vacuum attachment left on floor, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_person_bending_with_food_0332.jpg,"human bending down holding a bowl of wet cat food, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_oven_timer_0333.jpg,"kitchen oven timer lighted or person at oven, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_tv_screen_0334.jpg,"TV screen with moving bright images, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_door_closed_0335.jpg,"closed interior door with light under the gap, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_tv_screen_0336.jpg,"TV screen with moving bright images, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_rain_on_window_0337.jpg,"raindrops visible on windowpane, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_person_reaching_hand_0338.jpg,"human hand reaching towards the camera from above, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_vacuum_0339.jpg,"vacuum cleaner turned on and approaching across floor, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_open_window_blind_0340.jpg,"window blind partially open, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_vacuum_0341.jpg,"vacuum cleaner turned on and approaching across floor, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_open_tuna_can_0342.jpg,"open can of tuna on counter visible from low angle, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_cat_carrier_0343.jpg,"cat carrier placed near door, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_closed_window_blind_0344.jpg,"window blind lowered with slats, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_cucumber_0345.jpg,"long green cucumber lying on kitchen floor behind food bowl, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_water_splash_0346.jpg,"water spilled on floor or running sink, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_robot_vacuum_0347.jpg,"robotic vacuum (Roomba-style) moving across floor, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_squeaky_toy_0348.jpg,"toy making a squeaky sound when moved, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_toy_mouse_moving_0349.jpg,"small toy mouse on string moving across floor, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_laser_dot_0350.jpg,"small red laser dot on hardwood floor, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_another_cat_staring_0351.jpg,"another cat sitting and staring across the room, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_plant_swiveled_0352.jpg,"tall houseplant moved or knocked, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_broom_0353.jpg,"broom or mop leaning against wall, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_toy_mouse_moving_0354.jpg,"small toy mouse on string moving across floor, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_curtain_moving_0355.jpg,"curtain blowing slightly in wind near low window, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_cucumber_0356.jpg,"long green cucumber lying on kitchen floor behind food bowl, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_open_window_blind_0357.jpg,"window blind partially open, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_window_open_0358.jpg,"window slightly open with breeze, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_empty_food_bowl_0359.jpg,"empty metal food bowl on kitchen floor, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_plant_swiveled_0360.jpg,"tall houseplant moved or knocked, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_broom_0361.jpg,"broom or mop leaning against wall, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_ceiling_fan_shadow_0362.jpg,"shadow of a ceiling fan moving on floor/wall, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_cucumber_0363.jpg,"long green cucumber lying on kitchen floor behind food bowl, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_blower_noise_0364.jpg,"leaf blower or loud machinery visible through window, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_person_reaching_hand_0365.jpg,"human hand reaching towards the camera from above, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_shoes_in_corner_0366.jpg,"pair of shoes left near wall, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_person_bending_with_food_0367.jpg,"human bending down holding a bowl of wet cat food, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_laser_dot_0368.jpg,"small red laser dot on hardwood floor, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_toy_mouse_moving_0369.jpg,"small toy mouse on string moving across floor, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_bicycle_passing_0370.jpg,"bicycle passing by outside near window, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_blower_noise_0371.jpg,"leaf blower or loud machinery visible through window, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_person_bending_with_food_0372.jpg,"human bending down holding a bowl of wet cat food, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_open_fridge_0373.jpg,"fridge door open with light inside, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_kid_running_0374.jpg,"small child running through room, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_rain_on_window_0375.jpg,"raindrops visible on windowpane, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_squeaky_toy_0376.jpg,"toy making a squeaky sound when moved, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_laser_dot_0377.jpg,"small red laser dot on hardwood floor, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_baby_crying_0378.jpg,"baby making loud crying sounds in another room (visual of carry), a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_kid_running_0379.jpg,"small child running through room, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_trash_bag_0380.jpg,"plastic trash bag partially open on floor, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_vacuum_power_cord_0381.jpg,"power cord trailing across floor, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_cucumber_0382.jpg,"long green cucumber lying on kitchen floor behind food bowl, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_closed_window_blind_0383.jpg,"window blind lowered with slats, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_bicycle_passing_0384.jpg,"bicycle passing by outside near window, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_treat_bag_shake_0385.jpg,"human shaking a bag of cat treats, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_vacuum_attachment_0386.jpg,"vacuum attachment left on floor, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_oven_timer_0387.jpg,"kitchen oven timer lighted or person at oven, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_open_window_blind_0388.jpg,"window blind partially open, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_carpet_rip_0389.jpg,"loose rug or carpet flap that moves when stepped, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_window_open_0390.jpg,"window slightly open with breeze, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_cat_carrier_0391.jpg,"cat carrier placed near door, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_fireworks_outside_0392.jpg,"bright explosion of light in sky (distant), a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_human_sleeping_0393.jpg,"human sleeping on couch or bed nearby, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_mirror_self_0394.jpg,"cat's reflection in low mirror, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_open_window_blind_0395.jpg,"window blind partially open, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_empty_food_bowl_0396.jpg,"empty metal food bowl on kitchen floor, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_broom_0397.jpg,"broom or mop leaning against wall, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_cat_carrier_0398.jpg,"cat carrier placed near door, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_trash_bag_0399.jpg,"plastic trash bag partially open on floor, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_mirror_self_0400.jpg,"cat's reflection in low mirror, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_door_open_0401.jpg,"open interior door leading to hallway, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_human_sleeping_0402.jpg,"human sleeping on couch or bed nearby, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_robot_vacuum_0403.jpg,"robotic vacuum (Roomba-style) moving across floor, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_vacuum_attachment_0404.jpg,"vacuum attachment left on floor, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_door_open_0405.jpg,"open interior door leading to hallway, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_toy_mouse_moving_0406.jpg,"small toy mouse on string moving across floor, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_cucumber_0407.jpg,"long green cucumber lying on kitchen floor behind food bowl, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_robot_vacuum_0408.jpg,"robotic vacuum (Roomba-style) moving across floor, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_empty_food_bowl_0409.jpg,"empty metal food bowl on kitchen floor, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_broom_0410.jpg,"broom or mop leaning against wall, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_kid_running_0411.jpg,"small child running through room, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_visitor_arrival_0412.jpg,"a stranger entering through door, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_robot_vacuum_0413.jpg,"robotic vacuum (Roomba-style) moving across floor, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_blower_noise_0414.jpg,"leaf blower or loud machinery visible through window, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_broom_0415.jpg,"broom or mop leaning against wall, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_kid_running_0416.jpg,"small child running through room, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_open_tuna_can_0417.jpg,"open can of tuna on counter visible from low angle, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_hands_washing_0418.jpg,"human hands washing dishes, low view, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_plant_swiveled_0419.jpg,"tall houseplant moved or knocked, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_string_toy_0420.jpg,"string or yarn tangled on the floor, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_new_box_0421.jpg,"fresh cardboard box placed on floor, open, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_water_splash_0422.jpg,"water spilled on floor or running sink, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_open_window_blind_0423.jpg,"window blind partially open, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_hands_washing_0424.jpg,"human hands washing dishes, low view, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_tv_screen_0425.jpg,"TV screen with moving bright images, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_baby_crying_0426.jpg,"baby making loud crying sounds in another room (visual of carry), a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_trash_bag_0427.jpg,"plastic trash bag partially open on floor, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_tv_screen_0428.jpg,"TV screen with moving bright images, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_phone_buzz_0429.jpg,"phone on table buzzing, screen lit, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_shoes_in_corner_0430.jpg,"pair of shoes left near wall, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_mirror_self_0431.jpg,"cat's reflection in low mirror, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_broom_0432.jpg,"broom or mop leaning against wall, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_bicycle_passing_0433.jpg,"bicycle passing by outside near window, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_cucumber_0434.jpg,"long green cucumber lying on kitchen floor behind food bowl, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_oven_timer_0435.jpg,"kitchen oven timer lighted or person at oven, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_oven_timer_0436.jpg,"kitchen oven timer lighted or person at oven, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_toy_mouse_moving_0437.jpg,"small toy mouse on string moving across floor, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_person_reaching_hand_0438.jpg,"human hand reaching towards the camera from above, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_trash_bag_0439.jpg,"plastic trash bag partially open on floor, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_open_tuna_can_0440.jpg,"open can of tuna on counter visible from low angle, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_hands_washing_0441.jpg,"human hands washing dishes, low view, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_closed_window_blind_0442.jpg,"window blind lowered with slats, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_open_fridge_0443.jpg,"fridge door open with light inside, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_mirror_self_0444.jpg,"cat's reflection in low mirror, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_squeaky_toy_0445.jpg,"toy making a squeaky sound when moved, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_cucumber_0446.jpg,"long green cucumber lying on kitchen floor behind food bowl, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_laser_dot_0447.jpg,"small red laser dot on hardwood floor, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_cucumber_0448.jpg,"long green cucumber lying on kitchen floor behind food bowl, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_treat_bag_shake_0449.jpg,"human shaking a bag of cat treats, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_dog_nearby_0450.jpg,"large dog standing a few feet away, seen from low angle, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_robot_vacuum_0451.jpg,"robotic vacuum (Roomba-style) moving across floor, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_string_toy_0452.jpg,"string or yarn tangled on the floor, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_cucumber_0453.jpg,"long green cucumber lying on kitchen floor behind food bowl, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_human_sleeping_0454.jpg,"human sleeping on couch or bed nearby, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_window_open_0455.jpg,"window slightly open with breeze, very close to the cat's nose. Photo should be taken from cat eye level (low angle), real photograph."
catview_cucumber_0456.jpg,"long green cucumber lying on kitchen floor behind food bowl, sudden appearance in peripheral vision. Photo should be taken from cat eye level (low angle), real photograph."
catview_broom_0457.jpg,"broom or mop leaning against wall, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_curtain_moving_0458.jpg,"curtain blowing slightly in wind near low window, a few steps away at cat's height. Photo should be taken from cat eye level (low angle), real photograph."
catview_dog_nearby_0459.jpg,"large dog standing a few feet away, seen from low angle, constant presence in the environment. Photo should be taken from cat eye level (low angle), real photograph."
catview_treat_bag_shake_0460.jpg,"human shaking a bag of cat treats, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
catview_visitor_arrival_0461.jpg,"a stranger entering through door, visible far off at window or across room. Photo should be taken from cat eye level (low angle), real photograph."
